Iteracion,Par,Parametro,Covariable,Criterio,Par1,LRT,BICc
1,Cl_ANTU,Cl,ANTU,0,22,NA,NA
1,Cl_LLP,Cl,LLP,0,42,NA,NA
1,Cl_LMP,Cl,LMP,0,58,NA,NA
1,Cl_SEXF,Cl,SEXF,0,59,NA,NA
1,Cl_logtAGEA,Cl,logtAGEA,0,23,NA,NA
1,Cl_logtALBGDL,Cl,logtALBGDL,0,52,NA,NA
1,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,NA,NA
1,Cl_logtHCM,Cl,logtHCM,0,40,NA,NA
1,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,NA,NA
1,Cl_logtPROGDL,Cl,logtPROGDL,0,10,NA,NA
1,Cl_logtRAL,Cl,logtRAL,0,49,NA,NA
1,Cl_logtRAN,Cl,logtRAN,0,17,NA,NA
1,Cl_logtSCM2,Cl,logtSCM2,0,32,NA,NA
1,Cl_logtWTKG,Cl,logtWTKG,0,8,NA,NA
1,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,NA,NA
1,V1_ANTU,V1,ANTU,0,50,NA,NA
1,V1_LLP,V1,LLP,0,45,NA,NA
1,V1_LMP,V1,LMP,0,12,NA,NA
1,V1_SEXF,V1,SEXF,0,20,NA,NA
1,V1_logtAGEA,V1,logtAGEA,0,16,NA,NA
1,V1_logtALBGDL,V1,logtALBGDL,0,57,NA,NA
1,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,NA,NA
1,V1_logtHCM,V1,logtHCM,0,33,NA,NA
1,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,NA,NA
1,V1_logtPROGDL,V1,logtPROGDL,0,19,NA,NA
1,V1_logtRAL,V1,logtRAL,0,36,NA,NA
1,V1_logtRAN,V1,logtRAN,0,34,NA,NA
1,V1_logtSCM2,V1,logtSCM2,0,35,NA,NA
1,V1_logtWTKG,V1,logtWTKG,0,54,NA,NA
1,V1_tSCRMGDL,V1,tSCRMGDL,0,5,NA,NA
1,Q_ANTU,Q,ANTU,0,51,NA,NA
1,Q_LLP,Q,LLP,0,48,NA,NA
1,Q_LMP,Q,LMP,0,14,NA,NA
1,Q_SEXF,Q,SEXF,0,38,NA,NA
1,Q_logtAGEA,Q,logtAGEA,0,4,NA,NA
1,Q_logtALBGDL,Q,logtALBGDL,0,56,NA,NA
1,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,26,NA,NA
1,Q_logtHCM,Q,logtHCM,0,43,NA,NA
1,Q_logtIMCKGM2,Q,logtIMCKGM2,0,7,NA,NA
1,Q_logtPROGDL,Q,logtPROGDL,0,25,NA,NA
1,Q_logtRAL,Q,logtRAL,0,27,NA,NA
1,Q_logtRAN,Q,logtRAN,0,46,NA,NA
1,Q_logtSCM2,Q,logtSCM2,0,6,NA,NA
1,Q_logtWTKG,Q,logtWTKG,0,39,NA,NA
1,Q_tSCRMGDL,Q,tSCRMGDL,0,37,NA,NA
1,V2_ANTU,V2,ANTU,0,55,NA,NA
1,V2_LLP,V2,LLP,0,53,NA,NA
1,V2_LMP,V2,LMP,0,21,NA,NA
1,V2_SEXF,V2,SEXF,0,2,NA,NA
1,V2_logtAGEA,V2,logtAGEA,0,60,NA,NA
1,V2_logtALBGDL,V2,logtALBGDL,0,31,NA,NA
1,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,29,NA,NA
1,V2_logtHCM,V2,logtHCM,0,18,NA,NA
1,V2_logtIMCKGM2,V2,logtIMCKGM2,0,44,NA,NA
1,V2_logtPROGDL,V2,logtPROGDL,0,41,NA,NA
1,V2_logtRAL,V2,logtRAL,0,11,NA,NA
1,V2_logtRAN,V2,logtRAN,0,28,NA,NA
1,V2_logtSCM2,V2,logtSCM2,0,47,NA,NA
1,V2_logtWTKG,V2,logtWTKG,0,1,NA,NA
1,V2_tSCRMGDL,V2,tSCRMGDL,0,3,NA,NA
2,Cl_ANTU,Cl,ANTU,0,22,503,541.74
2,Cl_LLP,Cl,LLP,0,42,503,541.74
2,Cl_LMP,Cl,LMP,0,58,503,541.74
2,Cl_SEXF,Cl,SEXF,0,59,503,541.74
2,Cl_logtAGEA,Cl,logtAGEA,0,23,503,541.74
2,Cl_logtALBGDL,Cl,logtALBGDL,0,52,503,541.74
2,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,503,541.74
2,Cl_logtHCM,Cl,logtHCM,0,40,503,541.74
2,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,503,541.74
2,Cl_logtPROGDL,Cl,logtPROGDL,0,10,503,541.74
2,Cl_logtRAL,Cl,logtRAL,0,49,503,541.74
2,Cl_logtRAN,Cl,logtRAN,0,17,503,541.74
2,Cl_logtSCM2,Cl,logtSCM2,0,32,503,541.74
2,Cl_logtWTKG,Cl,logtWTKG,0,8,503,541.74
2,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,503,541.74
2,V1_ANTU,V1,ANTU,0,50,503,541.74
2,V1_LLP,V1,LLP,0,45,503,541.74
2,V1_LMP,V1,LMP,0,12,503,541.74
2,V1_SEXF,V1,SEXF,0,20,503,541.74
2,V1_logtAGEA,V1,logtAGEA,0,16,503,541.74
2,V1_logtALBGDL,V1,logtALBGDL,0,57,503,541.74
2,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,503,541.74
2,V1_logtHCM,V1,logtHCM,0,33,503,541.74
2,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,503,541.74
2,V1_logtPROGDL,V1,logtPROGDL,1,19,503,541.74
2,V1_logtRAL,V1,logtRAL,0,36,503,541.74
2,V1_logtRAN,V1,logtRAN,0,34,503,541.74
2,V1_logtSCM2,V1,logtSCM2,0,35,503,541.74
2,V1_logtWTKG,V1,logtWTKG,0,54,503,541.74
2,V1_tSCRMGDL,V1,tSCRMGDL,0,5,503,541.74
2,Q_ANTU,Q,ANTU,0,51,503,541.74
2,Q_LLP,Q,LLP,0,48,503,541.74
2,Q_LMP,Q,LMP,0,14,503,541.74
2,Q_SEXF,Q,SEXF,0,38,503,541.74
2,Q_logtAGEA,Q,logtAGEA,0,4,503,541.74
2,Q_logtALBGDL,Q,logtALBGDL,0,56,503,541.74
2,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,26,503,541.74
2,Q_logtHCM,Q,logtHCM,0,43,503,541.74
2,Q_logtIMCKGM2,Q,logtIMCKGM2,0,7,503,541.74
2,Q_logtPROGDL,Q,logtPROGDL,0,25,503,541.74
2,Q_logtRAL,Q,logtRAL,0,27,503,541.74
2,Q_logtRAN,Q,logtRAN,0,46,503,541.74
2,Q_logtSCM2,Q,logtSCM2,0,6,503,541.74
2,Q_logtWTKG,Q,logtWTKG,0,39,503,541.74
2,Q_tSCRMGDL,Q,tSCRMGDL,0,37,503,541.74
2,V2_ANTU,V2,ANTU,0,55,503,541.74
2,V2_LLP,V2,LLP,0,53,503,541.74
2,V2_LMP,V2,LMP,0,21,503,541.74
2,V2_SEXF,V2,SEXF,0,2,503,541.74
2,V2_logtAGEA,V2,logtAGEA,0,60,503,541.74
2,V2_logtALBGDL,V2,logtALBGDL,0,31,503,541.74
2,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,29,503,541.74
2,V2_logtHCM,V2,logtHCM,0,18,503,541.74
2,V2_logtIMCKGM2,V2,logtIMCKGM2,0,44,503,541.74
2,V2_logtPROGDL,V2,logtPROGDL,0,41,503,541.74
2,V2_logtRAL,V2,logtRAL,0,11,503,541.74
2,V2_logtRAN,V2,logtRAN,0,28,503,541.74
2,V2_logtSCM2,V2,logtSCM2,0,47,503,541.74
2,V2_logtWTKG,V2,logtWTKG,0,1,503,541.74
2,V2_tSCRMGDL,V2,tSCRMGDL,0,3,503,541.74
3,Cl_ANTU,Cl,ANTU,0,22,498.03,539.49
3,Cl_LLP,Cl,LLP,0,42,498.03,539.49
3,Cl_LMP,Cl,LMP,0,58,498.03,539.49
3,Cl_SEXF,Cl,SEXF,0,59,498.03,539.49
3,Cl_logtAGEA,Cl,logtAGEA,0,23,498.03,539.49
3,Cl_logtALBGDL,Cl,logtALBGDL,0,52,498.03,539.49
3,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,498.03,539.49
3,Cl_logtHCM,Cl,logtHCM,0,40,498.03,539.49
3,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,498.03,539.49
3,Cl_logtPROGDL,Cl,logtPROGDL,0,10,498.03,539.49
3,Cl_logtRAL,Cl,logtRAL,0,49,498.03,539.49
3,Cl_logtRAN,Cl,logtRAN,0,17,498.03,539.49
3,Cl_logtSCM2,Cl,logtSCM2,0,32,498.03,539.49
3,Cl_logtWTKG,Cl,logtWTKG,1,8,498.03,539.49
3,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,498.03,539.49
3,V1_ANTU,V1,ANTU,0,50,498.03,539.49
3,V1_LLP,V1,LLP,0,45,498.03,539.49
3,V1_LMP,V1,LMP,0,12,498.03,539.49
3,V1_SEXF,V1,SEXF,0,20,498.03,539.49
3,V1_logtAGEA,V1,logtAGEA,0,16,498.03,539.49
3,V1_logtALBGDL,V1,logtALBGDL,0,57,498.03,539.49
3,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,498.03,539.49
3,V1_logtHCM,V1,logtHCM,0,33,498.03,539.49
3,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,498.03,539.49
3,V1_logtPROGDL,V1,logtPROGDL,1,19,498.03,539.49
3,V1_logtRAL,V1,logtRAL,0,36,498.03,539.49
3,V1_logtRAN,V1,logtRAN,0,34,498.03,539.49
3,V1_logtSCM2,V1,logtSCM2,0,35,498.03,539.49
3,V1_logtWTKG,V1,logtWTKG,0,54,498.03,539.49
3,V1_tSCRMGDL,V1,tSCRMGDL,0,5,498.03,539.49
3,Q_ANTU,Q,ANTU,0,51,498.03,539.49
3,Q_LLP,Q,LLP,0,48,498.03,539.49
3,Q_LMP,Q,LMP,0,14,498.03,539.49
3,Q_SEXF,Q,SEXF,0,38,498.03,539.49
3,Q_logtAGEA,Q,logtAGEA,0,4,498.03,539.49
3,Q_logtALBGDL,Q,logtALBGDL,0,56,498.03,539.49
3,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,26,498.03,539.49
3,Q_logtHCM,Q,logtHCM,0,43,498.03,539.49
3,Q_logtIMCKGM2,Q,logtIMCKGM2,0,7,498.03,539.49
3,Q_logtPROGDL,Q,logtPROGDL,0,25,498.03,539.49
3,Q_logtRAL,Q,logtRAL,0,27,498.03,539.49
3,Q_logtRAN,Q,logtRAN,0,46,498.03,539.49
3,Q_logtSCM2,Q,logtSCM2,0,6,498.03,539.49
3,Q_logtWTKG,Q,logtWTKG,0,39,498.03,539.49
3,Q_tSCRMGDL,Q,tSCRMGDL,0,37,498.03,539.49
3,V2_ANTU,V2,ANTU,0,55,498.03,539.49
3,V2_LLP,V2,LLP,0,53,498.03,539.49
3,V2_LMP,V2,LMP,0,21,498.03,539.49
3,V2_SEXF,V2,SEXF,0,2,498.03,539.49
3,V2_logtAGEA,V2,logtAGEA,0,60,498.03,539.49
3,V2_logtALBGDL,V2,logtALBGDL,0,31,498.03,539.49
3,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,29,498.03,539.49
3,V2_logtHCM,V2,logtHCM,0,18,498.03,539.49
3,V2_logtIMCKGM2,V2,logtIMCKGM2,0,44,498.03,539.49
3,V2_logtPROGDL,V2,logtPROGDL,0,41,498.03,539.49
3,V2_logtRAL,V2,logtRAL,0,11,498.03,539.49
3,V2_logtRAN,V2,logtRAN,0,28,498.03,539.49
3,V2_logtSCM2,V2,logtSCM2,0,47,498.03,539.49
3,V2_logtWTKG,V2,logtWTKG,0,1,498.03,539.49
3,V2_tSCRMGDL,V2,tSCRMGDL,0,3,498.03,539.49
4,Cl_ANTU,Cl,ANTU,0,22,491.96,536.12
4,Cl_LLP,Cl,LLP,0,42,491.96,536.12
4,Cl_LMP,Cl,LMP,0,58,491.96,536.12
4,Cl_SEXF,Cl,SEXF,0,59,491.96,536.12
4,Cl_logtAGEA,Cl,logtAGEA,0,23,491.96,536.12
4,Cl_logtALBGDL,Cl,logtALBGDL,0,52,491.96,536.12
4,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,491.96,536.12
4,Cl_logtHCM,Cl,logtHCM,0,40,491.96,536.12
4,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,491.96,536.12
4,Cl_logtPROGDL,Cl,logtPROGDL,0,10,491.96,536.12
4,Cl_logtRAL,Cl,logtRAL,0,49,491.96,536.12
4,Cl_logtRAN,Cl,logtRAN,0,17,491.96,536.12
4,Cl_logtSCM2,Cl,logtSCM2,0,32,491.96,536.12
4,Cl_logtWTKG,Cl,logtWTKG,1,8,491.96,536.12
4,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,491.96,536.12
4,V1_ANTU,V1,ANTU,0,50,491.96,536.12
4,V1_LLP,V1,LLP,0,45,491.96,536.12
4,V1_LMP,V1,LMP,0,12,491.96,536.12
4,V1_SEXF,V1,SEXF,0,20,491.96,536.12
4,V1_logtAGEA,V1,logtAGEA,0,16,491.96,536.12
4,V1_logtALBGDL,V1,logtALBGDL,0,57,491.96,536.12
4,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,491.96,536.12
4,V1_logtHCM,V1,logtHCM,0,33,491.96,536.12
4,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,491.96,536.12
4,V1_logtPROGDL,V1,logtPROGDL,1,19,491.96,536.12
4,V1_logtRAL,V1,logtRAL,0,36,491.96,536.12
4,V1_logtRAN,V1,logtRAN,0,34,491.96,536.12
4,V1_logtSCM2,V1,logtSCM2,0,35,491.96,536.12
4,V1_logtWTKG,V1,logtWTKG,0,54,491.96,536.12
4,V1_tSCRMGDL,V1,tSCRMGDL,0,5,491.96,536.12
4,Q_ANTU,Q,ANTU,0,51,491.96,536.12
4,Q_LLP,Q,LLP,0,48,491.96,536.12
4,Q_LMP,Q,LMP,0,14,491.96,536.12
4,Q_SEXF,Q,SEXF,0,38,491.96,536.12
4,Q_logtAGEA,Q,logtAGEA,0,4,491.96,536.12
4,Q_logtALBGDL,Q,logtALBGDL,0,56,491.96,536.12
4,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,26,491.96,536.12
4,Q_logtHCM,Q,logtHCM,0,43,491.96,536.12
4,Q_logtIMCKGM2,Q,logtIMCKGM2,0,7,491.96,536.12
4,Q_logtPROGDL,Q,logtPROGDL,0,25,491.96,536.12
4,Q_logtRAL,Q,logtRAL,0,27,491.96,536.12
4,Q_logtRAN,Q,logtRAN,0,46,491.96,536.12
4,Q_logtSCM2,Q,logtSCM2,0,6,491.96,536.12
4,Q_logtWTKG,Q,logtWTKG,0,39,491.96,536.12
4,Q_tSCRMGDL,Q,tSCRMGDL,0,37,491.96,536.12
4,V2_ANTU,V2,ANTU,0,55,491.96,536.12
4,V2_LLP,V2,LLP,0,53,491.96,536.12
4,V2_LMP,V2,LMP,0,21,491.96,536.12
4,V2_SEXF,V2,SEXF,1,2,491.96,536.12
4,V2_logtAGEA,V2,logtAGEA,0,60,491.96,536.12
4,V2_logtALBGDL,V2,logtALBGDL,0,31,491.96,536.12
4,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,29,491.96,536.12
4,V2_logtHCM,V2,logtHCM,0,18,491.96,536.12
4,V2_logtIMCKGM2,V2,logtIMCKGM2,0,44,491.96,536.12
4,V2_logtPROGDL,V2,logtPROGDL,0,41,491.96,536.12
4,V2_logtRAL,V2,logtRAL,0,11,491.96,536.12
4,V2_logtRAN,V2,logtRAN,0,28,491.96,536.12
4,V2_logtSCM2,V2,logtSCM2,0,47,491.96,536.12
4,V2_logtWTKG,V2,logtWTKG,0,1,491.96,536.12
4,V2_tSCRMGDL,V2,tSCRMGDL,0,3,491.96,536.12
5,Cl_ANTU,Cl,ANTU,0,22,496.98,538.43
5,Cl_LLP,Cl,LLP,0,42,496.98,538.43
5,Cl_LMP,Cl,LMP,0,58,496.98,538.43
5,Cl_SEXF,Cl,SEXF,0,59,496.98,538.43
5,Cl_logtAGEA,Cl,logtAGEA,0,23,496.98,538.43
5,Cl_logtALBGDL,Cl,logtALBGDL,0,52,496.98,538.43
5,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,496.98,538.43
5,Cl_logtHCM,Cl,logtHCM,0,40,496.98,538.43
5,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,496.98,538.43
5,Cl_logtPROGDL,Cl,logtPROGDL,0,10,496.98,538.43
5,Cl_logtRAL,Cl,logtRAL,0,49,496.98,538.43
5,Cl_logtRAN,Cl,logtRAN,0,17,496.98,538.43
5,Cl_logtSCM2,Cl,logtSCM2,0,32,496.98,538.43
5,Cl_logtWTKG,Cl,logtWTKG,0,8,496.98,538.43
5,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,496.98,538.43
5,V1_ANTU,V1,ANTU,0,50,496.98,538.43
5,V1_LLP,V1,LLP,0,45,496.98,538.43
5,V1_LMP,V1,LMP,0,12,496.98,538.43
5,V1_SEXF,V1,SEXF,0,20,496.98,538.43
5,V1_logtAGEA,V1,logtAGEA,0,16,496.98,538.43
5,V1_logtALBGDL,V1,logtALBGDL,0,57,496.98,538.43
5,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,496.98,538.43
5,V1_logtHCM,V1,logtHCM,0,33,496.98,538.43
5,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,496.98,538.43
5,V1_logtPROGDL,V1,logtPROGDL,1,19,496.98,538.43
5,V1_logtRAL,V1,logtRAL,0,36,496.98,538.43
5,V1_logtRAN,V1,logtRAN,0,34,496.98,538.43
5,V1_logtSCM2,V1,logtSCM2,0,35,496.98,538.43
5,V1_logtWTKG,V1,logtWTKG,0,54,496.98,538.43
5,V1_tSCRMGDL,V1,tSCRMGDL,0,5,496.98,538.43
5,Q_ANTU,Q,ANTU,0,51,496.98,538.43
5,Q_LLP,Q,LLP,0,48,496.98,538.43
5,Q_LMP,Q,LMP,0,14,496.98,538.43
5,Q_SEXF,Q,SEXF,0,38,496.98,538.43
5,Q_logtAGEA,Q,logtAGEA,0,4,496.98,538.43
5,Q_logtALBGDL,Q,logtALBGDL,0,56,496.98,538.43
5,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,26,496.98,538.43
5,Q_logtHCM,Q,logtHCM,0,43,496.98,538.43
5,Q_logtIMCKGM2,Q,logtIMCKGM2,0,7,496.98,538.43
5,Q_logtPROGDL,Q,logtPROGDL,0,25,496.98,538.43
5,Q_logtRAL,Q,logtRAL,0,27,496.98,538.43
5,Q_logtRAN,Q,logtRAN,0,46,496.98,538.43
5,Q_logtSCM2,Q,logtSCM2,0,6,496.98,538.43
5,Q_logtWTKG,Q,logtWTKG,0,39,496.98,538.43
5,Q_tSCRMGDL,Q,tSCRMGDL,0,37,496.98,538.43
5,V2_ANTU,V2,ANTU,0,55,496.98,538.43
5,V2_LLP,V2,LLP,0,53,496.98,538.43
5,V2_LMP,V2,LMP,0,21,496.98,538.43
5,V2_SEXF,V2,SEXF,1,2,496.98,538.43
5,V2_logtAGEA,V2,logtAGEA,0,60,496.98,538.43
5,V2_logtALBGDL,V2,logtALBGDL,0,31,496.98,538.43
5,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,29,496.98,538.43
5,V2_logtHCM,V2,logtHCM,0,18,496.98,538.43
5,V2_logtIMCKGM2,V2,logtIMCKGM2,0,44,496.98,538.43
5,V2_logtPROGDL,V2,logtPROGDL,0,41,496.98,538.43
5,V2_logtRAL,V2,logtRAL,0,11,496.98,538.43
5,V2_logtRAN,V2,logtRAN,0,28,496.98,538.43
5,V2_logtSCM2,V2,logtSCM2,0,47,496.98,538.43
5,V2_logtWTKG,V2,logtWTKG,0,1,496.98,538.43
5,V2_tSCRMGDL,V2,tSCRMGDL,0,3,496.98,538.43
6,Cl_ANTU,Cl,ANTU,0,22,486.6,533.48
6,Cl_LLP,Cl,LLP,0,42,486.6,533.48
6,Cl_LMP,Cl,LMP,0,58,486.6,533.48
6,Cl_SEXF,Cl,SEXF,0,59,486.6,533.48
6,Cl_logtAGEA,Cl,logtAGEA,0,23,486.6,533.48
6,Cl_logtALBGDL,Cl,logtALBGDL,0,52,486.6,533.48
6,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,486.6,533.48
6,Cl_logtHCM,Cl,logtHCM,0,40,486.6,533.48
6,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,486.6,533.48
6,Cl_logtPROGDL,Cl,logtPROGDL,0,10,486.6,533.48
6,Cl_logtRAL,Cl,logtRAL,0,49,486.6,533.48
6,Cl_logtRAN,Cl,logtRAN,0,17,486.6,533.48
6,Cl_logtSCM2,Cl,logtSCM2,0,32,486.6,533.48
6,Cl_logtWTKG,Cl,logtWTKG,1,8,486.6,533.48
6,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,486.6,533.48
6,V1_ANTU,V1,ANTU,0,50,486.6,533.48
6,V1_LLP,V1,LLP,0,45,486.6,533.48
6,V1_LMP,V1,LMP,0,12,486.6,533.48
6,V1_SEXF,V1,SEXF,0,20,486.6,533.48
6,V1_logtAGEA,V1,logtAGEA,0,16,486.6,533.48
6,V1_logtALBGDL,V1,logtALBGDL,0,57,486.6,533.48
6,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,486.6,533.48
6,V1_logtHCM,V1,logtHCM,0,33,486.6,533.48
6,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,486.6,533.48
6,V1_logtPROGDL,V1,logtPROGDL,1,19,486.6,533.48
6,V1_logtRAL,V1,logtRAL,0,36,486.6,533.48
