0,011; 1,170
0,011; 1,080
0,011; 0,991
0,011; 0,901
0,028; 2,515
0,028; 2,425
0,028; 2,335
0,028; 2,268
0,045; 3,860
0,045; 3,770
0,045; 3,680
0,045; 3,591
0,062; 5,115
0,062; 5,025
0,062; 4,935
0,062; 4,868
0,078; 6,370
0,078; 6,280
0,078; 6,191
0,078; 6,123
0,095; 7,580
0,095; 7,491
0,095; 7,401
0,095; 7,334
0,120; 8,791
0,120; 8,701
0,120; 8,611
0,112; 8,544
0,128; 9,956
0,128; 9,867
0,128; 9,777
0,128; 9,710
0,128; 8,880
0,145; 11,077
0,145; 10,987
0,145; 10,898
0,145; 10,830
0,162; 12,153
0,162; 12,063
0,162; 11,973
0,179; 13,273
0,179; 13,184
0,179; 13,094
0,195; 14,305
0,195; 14,215
0,195; 14,125
0,212; 15,336
0,212; 15,246
0,212; 15,179
0,229; 16,367
0,229; 16,277
0,229; 16,210
0,246; 17,353
0,246; 17,263
0,246; 17,196
0,262; 18,339
0,262; 18,249
0,262; 18,182
0,279; 19,325
0,279; 19,236
0,279; 19,168
0,296; 20,267
0,296; 20,177
0,296; 20,110
0,312; 21,208
0,312; 21,118
0,312; 21,029
0,329; 22,105
0,329; 22,015
0,329; 21,948
0,346; 23,001
0,346; 22,912
0,346; 22,844
0,363; 23,853
0,363; 23,763
0,379; 24,749
0,379; 24,660
0,379; 24,593
0,396; 25,601
0,396; 25,512
0,396; 25,444
0,413; 26,453
0,413; 26,363
0,413; 26,296
0,429; 27,260
0,429; 27,170
0,429; 27,103
0,446; 28,067
0,446; 27,977
0,463; 28,874
0,463; 28,784
0,480; 29,681
0,480; 29,591
0,480; 29,524
0,496; 30,218
0,496; 30,151
0,513; 29,994
0,513; 29,927
0,530; 29,412
0,530; 29,344
0,546; 28,829
0,546; 28,762
0,563; 28,291
0,563; 28,224
0,580; 27,798
0,580; 27,731
0,597; 27,305
0,597; 27,237
0,613; 26,812
0,613; 26,744
0,630; 26,363
0,630; 26,296
0,647; 25,915
0,664; 25,512
0,680; 25,108
0,697; 24,705
0,714; 24,346
0,730; 23,987
0,747; 23,674
0,764; 23,315
0,789; 22,979
0,806; 22,732
0,806; 22,654
0,814; 22,553
0,814; 22,463
0,814; 22,374
0,831; 22,149
0,847; 21,880
0,864; 21,611
0,881; 21,365
0,898; 21,118
0,914; 20,872
0,931; 20,648
0,948; 20,424
0,964; 20,199
0,981; 19,998
0,998; 19,796
1,015; 19,617
1,031; 19,393
1,048; 19,213
1,065; 19,034
1,082; 18,855
1,098; 18,720
1,115; 18,541
1,132; 18,361
1,148; 18,227
1,165; 18,048
1,182; 17,913
1,199; 17,779
1,215; 17,599
1,232; 17,465
1,249; 17,330
1,265; 17,196
1,282; 17,061
1,299; 16,927
1,332; 16,703
1,349; 16,568
1,366; 16,434
1,383; 16,344
1,399; 16,210
1,433; 15,986
1,466; 15,761
1,483; 15,672
1,516; 15,448
1,533; 15,358
1,566; 15,134
1,583; 15,044
1,600; 14,955
1,617; 14,865
1,817; 13,789
1,834; 13,699
1,851; 13,610
1,867; 13,520
1,918; 13,296
1,934; 13,206
1,951; 13,117
1,984; 12,982
2,001; 12,892
2,035; 12,758
2,051; 12,668
2,085; 12,534
2,102; 12,444
2,143; 12,287
2,152; 12,220
2,252; 11,817
2,285; 11,682
2,319; 11,548
2,352; 11,413
2,386; 11,279
2,419; 11,144
2,444; 11,099
2,511; 10,763
2,545; 10,673
2,595; 10,494
2,645; 10,315
2,695; 10,136
2,762; 9,911
2,829; 9,687
2,896; 9,463
2,921; 9,396
2,979; 9,194
3,004; 9,127
3,080; 8,880
3,113; 8,791
3,138; 8,723
3,247; 8,387
3,280; 8,298
3,314; 8,208
3,347; 8,118
3,381; 8,029
3,414; 7,939
3,448; 7,849
3,481; 7,760
3,514; 7,670
3,548; 7,580
3,581; 7,491
3,615; 7,401
3,648; 7,311
3,765; 7,042
3,799; 6,953
3,824; 6,886
3,916; 6,684
3,941; 6,617
4,016; 6,460
4,041; 6,392
4,100; 6,280
4,125; 6,213
4,183; 6,101
4,258; 5,944
4,325; 5,810
4,384; 5,698
4,442; 5,585
4,501; 5,473
4,559; 5,361
4,610; 5,272
4,660; 5,182
4,710; 5,092
4,760; 5,003
4,794; 4,958
4,844; 4,868
4,894; 4,779
4,927; 4,734
4,977; 4,644
5,011; 4,599
5,094; 4,465
5,128; 4,420
5,161; 4,375
5,212; 4,285
5,245; 4,241
5,278; 4,196
5,312; 4,151
5,345; 4,106
5,379; 4,061
5,412; 4,017
5,546; 3,837
5,579; 3,792
5,613; 3,748
5,646; 3,703
5,680; 3,658
5,713; 3,613
5,830; 3,479
5,864; 3,434
5,947; 3,344
5,981; 3,299
6,064; 3,210
6,098; 3,165
6,148; 3,120
6,181; 3,075
6,231; 3,030
6,315; 2,941
6,365; 2,896
6,415; 2,851
6,449; 2,806
6,499; 2,761
6,549; 2,717
6,599; 2,672
6,650; 2,627
6,700; 2,582
6,750; 2,537
6,800; 2,492
6,850; 2,448
6,967; 2,358
7,017; 2,313
7,084; 2,268
7,134; 2,223
7,201; 2,179
7,251; 2,134
7,318; 2,089
7,385; 2,044
7,452; 1,999
7,511; 1,954
7,578; 1,910
7,787; 1,775
7,870; 1,730
8,104; 1,596
8,188; 1,551
8,271; 1,506
8,355; 1,461
8,447; 1,417
8,539; 1,372
8,639; 1,327
8,740; 1,282
8,840; 1,237
8,949; 1,192
9,057; 1,148
9,174; 1,103
9,300; 1,058
9,417; 1,013
9,551; 0,968
9,684; 0,923
9,835; 0,879
9,985; 0,834
10,136; 0,789
10,303; 0,744
10,328; 0,744
10,487; 0,699
10,671; 0,654
10,696; 0,654
10,871; 0,610
10,897; 0,610
11,089; 0,565
11,114; 0,565
11,323; 0,520
11,356; 0,520
11,574; 0,475
11,607; 0,475
11,858; 0,430
11,891; 0,430
